business_area_key,province_name,city_name,district_name,province_code,city_code,district_code,city_tier,city_cluster,area_id_local,area_name,description,mall_count,total_store_count,total_brand_score,max_brand_score,has_outlet,mall_codes,level,tags
内蒙古自治区_呼和浩特市_新城区__2,内蒙古自治区,呼和浩特市,新城区,150000,150100.0,150102.0,,,2,新华大街商圈,沿新华大街分布，涵盖凯德新世纪、新世纪广场、茂业国际广场等多个商业体，是新城区东西向主干道上的核心商业带，辐射范围广，商业密度较高。,5,0,0,0,False,MALL_97794DE0|MALL_16BF61B5|MALL_0DAA4AA3|MALL_D4683499|MALL_77F025F9,district_center,购物|住宅
内蒙古自治区_呼和浩特市_新城区__3,内蒙古自治区,呼和浩特市,新城区,150000,150100.0,150102.0,,,3,成吉思汗大街商圈,位于新城区北部发展区域，集中在成吉思汗大街沿线，包括滨海玖禾奥莱商业广场、财富港商业中心等，属于新兴商业集聚区，配套逐步完善。,2,0,0,0,True,MALL_34CEC1E6|MALL_0CCA1D8E,district_center,购物|奥特莱斯|住宅
内蒙古自治区_呼和浩特市_新城区__4,内蒙古自治区,呼和浩特市,新城区,150000,150100.0,150102.0,,,4,海拉尔大街商圈,依托海拉尔大街与交通枢纽衔接，布局青城荟DAVE MALL购物中心（装修中）及鼎盛华世纪广场，靠近新客运站，具有较强的发展潜力和客流导入能力。,2,0,0,0,False,MALL_3768DCCA|MALL_8DB8EF22,district_center,住宅|交通枢纽|购物
内蒙古自治区_呼和浩特市_新城区__5,内蒙古自治区,呼和浩特市,新城区,150000,150100.0,150102.0,,,5,兴安北路商圈,沿兴安北路分布，集中维多利喜悦汇、维多利国际广场生活馆等维多利系商业项目，地处城市北拓发展主轴，交通便捷，形成一定规模的现代商业集群。,2,2,2,2,False,MALL_F02B9681|MALL_AB37F1DE,district_center,购物|住宅
内蒙古自治区_呼和浩特市_新城区__6,内蒙古自治区,呼和浩特市,新城区,150000,150100.0,150102.0,,,6,太伟方恒商圈,以太伟方恒广场为核心，整合乐知世界、太伟方恒生活天地等商业空间，位于新华东街与周边路网交汇处，服务周边密集居住区，形成区域性社区型商圈。,2,0,0,0,False,MALL_98CE5EC7|MALL_940DF4AA,community,住宅|购物
内蒙古自治区_呼和浩特市_新城区__7,内蒙古自治区,呼和浩特市,新城区,150000,150100.0,150102.0,,,7,昭乌达路商圈,位于昭乌达路沿线，汇集九州商厦、劝业场等传统商业设施，地处老城区腹地，虽部分项目尚在培育期，但具备一定的历史商业基础和人流积累。,2,5,3,3,False,MALL_FD5EACA9|MALL_7AE75977,district_center,购物|住宅
内蒙古自治区_呼和浩特市_新城区__8,内蒙古自治区,呼和浩特市,新城区,150000,150100.0,150102.0,,,8,哲里木路商圈,坐落于哲里木路沿线，以爱尚街购物广场为代表，连接城市东西与南北交通节点，周边社区成熟，具备区域级商业服务能力。,1,0,0,0,False,MALL_CD837CF7,district_center,购物|住宅
内蒙古自治区_呼和浩特市_新城区__9,内蒙古自治区,呼和浩特市,新城区,150000,150100.0,150102.0,,,9,东影路商圈,围绕东影路地铁站布局，祥泰商厦位于此区域，依托轨道交通实现人流集散，服务于东部片区居民，属新兴成长型微型商圈。,1,0,0,0,False,MALL_39125CC2,community,住宅|交通枢纽
内蒙古自治区_呼和浩特市_新城区__10,内蒙古自治区,呼和浩特市,新城区,150000,150100.0,150102.0,,,10,加禾商城商圈,以加禾商城为主体，位于民生中巷附近，属社区级小型商业点，服务半径较小，主要满足周边居民日常消费需求。,1,0,0,0,False,MALL_B562E673,community,住宅|购物
内蒙古自治区_呼和浩特市_新城区__11,内蒙古自治区,呼和浩特市,新城区,150000,150100.0,150102.0,,,11,金福地商城商圈,位于毓秀国际公馆地下，金福地商城构成独立的小型商业节点，依附于住宅项目，功能偏向便民生活服务。,1,0,0,0,False,MALL_01044FA4,community,住宅
内蒙古自治区_呼和浩特市_新城区__12,内蒙古自治区,呼和浩特市,新城区,150000,150100.0,150102.0,,,12,义乌国际商贸城商圈,规划中的大型专业市场项目，虽仍在建设阶段，但定位明确，未来有望成为新城区北部重要的商贸集散中心。,1,0,0,0,False,MALL_726D5251,district_center,购物|批发市场
内蒙古自治区_呼和浩特市_武川县__1,内蒙古自治区,呼和浩特市,武川县,150000,150100.0,150125.0,,,1,武川县中心商圈,覆盖武川县城区核心区域，包含瑞兴商城和龙翔商场，地处县城主要街道沿线，是本地居民日常消费的主要集中区域。,2,1,1,1,False,MALL_917E877B|MALL_3F8394BD,district_center,购物|住宅
内蒙古自治区_呼和浩特市_清水河县__1,内蒙古自治区,呼和浩特市,清水河县,150000,150100.0,150124.0,,,1,城关镇中心商圈,以城关镇核心居住区与主干道交汇处为中心，聚集了华融生活广场、金都商场、金都大世界等商业设施，地处县城人口密集区域，是清水河县城区主要的商业活动集中地。,3,1,1,1,False,MALL_94C01B79|MALL_1298A990|MALL_17DC7A27,district_center,购物|住宅
内蒙古自治区_呼和浩特市_清水河县__2,内蒙古自治区,呼和浩特市,清水河县,150000,150100.0,150124.0,,,2,呼北线北段商圈,位于呼北线与平安街交叉口附近，依托交通干道形成线性商业布局，代表项目为清河商城，地理位置偏北，服务城区北部及过境流动人群。,1,0,0,0,False,MALL_2A96E39D,community,住宅|交通枢纽
内蒙古自治区_呼和浩特市_玉泉区__1,内蒙古自治区,呼和浩特市,玉泉区,150000,150100.0,150104.0,,,1,大学西街商圈,位于玉泉区核心地段，以大学西街为主线，汇聚七彩城购物中心、呼和浩特万象城等主要商业体，地处石羊桥路与锡林郭勒南路交汇区域，是玉泉区人流密集的现代商业集聚区。,2,4,4,4,False,MALL_967628CE|MALL_CE7642FA,district_center,购物|校园|住宅
内蒙古自治区_呼和浩特市_玉泉区__2,内蒙古自治区,呼和浩特市,玉泉区,150000,150100.0,150104.0,,,2,鄂尔多斯大街商圈,沿鄂尔多斯大街分布，涵盖凯德广场·诺和木勒、金宇新天地G栋商业等项目，依托主干道交通优势形成区域性商业带，品牌集中度较高，是玉泉区南部的重要消费节点。,2,0,0,0,False,MALL_177D0A77|MALL_FE833FD7,district_center,购物|住宅
内蒙古自治区_呼和浩特市_玉泉区__3,内蒙古自治区,呼和浩特市,玉泉区,150000,150100.0,150104.0,,,3,大南街/西顺城街商圈,位于玉泉区传统老城区，覆盖万汇隆商业区、汇豪商城等本地化商业设施，临近大南街与西顺城街，以社区型消费为主，体现浓厚的本土商业氛围。,2,0,0,0,False,MALL_6DA15CDD|MALL_35CD081E,community,购物|住宅
内蒙古自治区_呼和浩特市_玉泉区__4,内蒙古自治区,呼和浩特市,玉泉区,150000,150100.0,150104.0,,,4,锡林南路南段商圈,位于锡林郭勒南路南向延伸区域，包括秋实璟峯汇广场和美珠广场，靠近包头大街与昭君路，服务于南部新兴居住区，属成长型外围商业组团。,2,0,0,0,False,MALL_33801BD9|MALL_C21857E2,community,住宅
内蒙古自治区_呼和浩特市_赛罕区__1,内蒙古自治区,呼和浩特市,赛罕区,150000,150100.0,150105.0,,,1,新华大街商圈,以新华大街为主轴，集中了维多利摩尔城、茂业摩尔城、长乐宫购物中心等商业项目，是赛罕区核心商业带之一，交通便利，地铁站点密集，商业集聚度较高。,5,3,3,2,False,MALL_078A4D35|MALL_5EA68B5C|MALL_9D777877|MALL_7E1A947B|MALL_E80B7CBE,district_center,购物|住宅|交通枢纽
内蒙古自治区_呼和浩特市_赛罕区__2,内蒙古自治区,呼和浩特市,赛罕区,150000,150100.0,150105.0,,,2,大学西路商圈,位于锡林郭勒南路与大学西路交汇区域，涵盖GOMEET(购觅)和金地商城等小型商业体，周边高校和居民区密集，服务于本地社区消费。,2,1,1,1,False,MALL_C05A401A|MALL_9041361D,community,校园|住宅
内蒙古自治区_呼和浩特市_赛罕区__3,内蒙古自治区,呼和浩特市,赛罕区,150000,150100.0,150105.0,,,3,乌兰察布东街商圈,分布于乌兰察布东街及展览馆东路附近，包括博尔顿广场和天美商城，地理位置邻近市政府和文化设施，具备一定公共配套支撑。,2,0,0,0,False,MALL_13F64308|MALL_DC576DF3,district_center,购物|住宅
内蒙古自治区_呼和浩特市_赛罕区__4,内蒙古自治区,呼和浩特市,赛罕区,150000,150100.0,150105.0,,,4,鄂尔多斯东街商圈,以巨海邻里荟购物中心为代表，位于鄂尔多斯东街沿线，主要服务巨海城等大型居住社区，定位社区型商业中心。,1,0,0,0,False,MALL_59CE6595,community,住宅|购物
内蒙古自治区_呼和浩特市_赛罕区__5,内蒙古自治区,呼和浩特市,赛罕区,150000,150100.0,150105.0,,,5,昭乌达路商圈,沿昭乌达路布局，包含心想是城等商业项目，毗邻多个住宅小区和交通枢纽，具备区域级生活服务功能。,1,0,0,0,False,MALL_8F826BC6,district_center,住宅|交通枢纽
内蒙古自治区_呼和浩特市_赛罕区__6,内蒙古自治区,呼和浩特市,赛罕区,150000,150100.0,150105.0,,,6,如意南部商圈,位于如意片区南部，以麟飞壹号商业为代表，地处向阳巷与如意南路交叉口附近，属新兴发展中的区域性商业节点。,1,0,0,0,False,MALL_E0C7D728,district_center,住宅|购物
内蒙古自治区_呼和浩特市_赛罕区__7,内蒙古自治区,呼和浩特市,赛罕区,150000,150100.0,150105.0,,,7,哈拉更西路商圈,位于城区西北部哈拉更西路沿线，力沃商厦坐落于此，周边以住宅和产业园区为主，商业配套相对独立。,1,0,0,0,False,MALL_CB164CA4,community,住宅
内蒙古自治区_呼和浩特市_赛罕区__8,内蒙古自治区,呼和浩特市,赛罕区,150000,150100.0,150105.0,,,8,东部外围商圈,地处赛罕区东部边缘，河西商城位于102省道附近，位置较为偏远，服务周边乡镇及过境客流，属于外围补充型商业点。,1,0,0,0,False,MALL_5A26BF4D,community,住宅|交通枢纽
内蒙古自治区_巴彦淖尔市_临河区__1,内蒙古自治区,巴彦淖尔市,临河区,150000,150800.0,150802.0,,,1,胜利路商圈,以胜利路为核心轴线，集中了多个传统商贸场所和商业大厦，如世奥运动广场、健康商城、河港青年商业城等，是临河区较为密集的老城区商业聚集带。,10,4,3,3,False,MALL_CFF3E9C6|MALL_DAFA7FC6|MALL_E4BEE1C2|MALL_BA742F03|MALL_2A4D3CC6|MALL_78C11CFA|MALL_E6AC1BC2|MALL_E5FED410|MALL_EEB41478|MALL_3F5ADE2F,district_center,购物|住宅
内蒙古自治区_巴彦淖尔市_临河区__2,内蒙古自治区,巴彦淖尔市,临河区,150000,150800.0,150802.0,,,2,新华街商圈,沿新华东街与新华西街分布，涵盖临河百货大楼、天正欢乐城及维多利系列商场，是临河区东西向主干道上的核心商业带，具备较强的人流集聚效应。,4,10,6,6,False,MALL_FF0AE95B|MALL_6921BD84|MALL_143D984E|MALL_417F62EF,district_center,购物|住宅
内蒙古自治区_巴彦淖尔市_临河区__3,内蒙古自治区,巴彦淖尔市,临河区,150000,150800.0,150802.0,,,3,金川/长春街商圈,位于长春街与金川贸易大厦周边，包括美联财富广场等商业节点，虽规模较小但形成局部集聚，服务于周边居民区，构成次级商业中心。,2,0,0,0,False,MALL_A1CAF886|MALL_5B3E8C42,district_center,购物|住宅
内蒙古自治区_巴彦淖尔市_临河区__4,内蒙古自治区,巴彦淖尔市,临河区,150000,150800.0,150802.0,,,4,北环新区商圈,位于城区北部，以立通广场为代表，地处安东路与宏丰街一带，远离传统市中心，属于新兴发展区域的商业布点，目前商业密度较低。,1,0,0,0,False,MALL_FBAE14FC,community,住宅|购物
内蒙古自治区_巴彦淖尔市_乌拉特中旗__1,内蒙古自治区,巴彦淖尔市,乌拉特中旗,150000,150800.0,150824.0,,,1,海流图南路商圈,以福海商城和金钻商场为核心，位于乌兰大街与海流图南路、市场路交汇区域，是乌拉特中旗海流图镇的主要商业集聚区之一。,2,0,0,0,False,MALL_AF5C0097|MALL_11622E12,community,购物|住宅
内蒙古自治区_巴彦淖尔市_乌拉特中旗__2,内蒙古自治区,巴彦淖尔市,乌拉特中旗,150000,150800.0,150824.0,,,2,哈萨尔大街商圈,位于哈萨尔大街与教育路交叉区域，以家和百亿广场为代表，构成乌拉特中旗东部片区的重要商业节点。,1,0,0,0,False,MALL_4A62CE3A,district_center,购物|住宅
内蒙古自治区_巴彦淖尔市_乌拉特前旗__1,内蒙古自治区,巴彦淖尔市,乌拉特前旗,150000,150800.0,150823.0,,,1,乌拉山镇中心商圈,位于乌拉特前旗政府所在地乌拉山镇核心区域，涵盖红旗大街、东风大街沿线多个商业设施，是本地主要的商业聚集区。,6,0,0,0,False,MALL_B3E554E8|MALL_F27B47BC|MALL_ED2B7010|MALL_BFF5F653|MALL_0A1BD0B8|MALL_78DD3C8E,district_center,购物|住宅
内蒙古自治区_巴彦淖尔市_乌拉特前旗__2,内蒙古自治区,巴彦淖尔市,乌拉特前旗,150000,150800.0,150823.0,,,2,新安镇商圈,位于乌拉特前旗下辖的新安镇，以鼎隆时代大卖场为核心，服务当地居民的区域性商业节点。,1,0,0,0,False,MALL_709CCEDF,community,购物|住宅
内蒙古自治区_巴彦淖尔市_五原县__1,内蒙古自治区,巴彦淖尔市,五原县,150000,150800.0,150821.0,,,1,五原县城关商圈,位于五原县城区核心区域，涵盖乐百汇购物中心、京原商城和瑞京大厦，地处兴原南路与前进路等主干道沿线，是县城内商业集聚度最高的片区。,3,0,0,0,False,MALL_EF021667|MALL_E0558FD8|MALL_F1391EA8,district_center,购物|住宅
内蒙古自治区_巴彦淖尔市_五原县__2,内蒙古自治区,巴彦淖尔市,五原县,150000,150800.0,150821.0,,,2,五原县西南乡镇商圈,位于五原县西南部外围区域，包含同舟综合商城，地处乡道与乌锦线交叉地带，服务于周边乡镇居民，属于县域边缘的区域性商业节点。,1,0,0,0,False,MALL_11E889F0,community,购物|住宅
内蒙古自治区_巴彦淖尔市_杭锦后旗__1,内蒙古自治区,巴彦淖尔市,杭锦后旗,150000,150800.0,150826.0,,,1,陕坝镇中心商圈,以陕坝镇核心街区中山南路与塞上西街交汇区域为中心，聚集了供销社万宗商场、杭信购物商城、瑞丰商厦、花仙子商城和陕百大楼等多个商业设施，构成杭锦后旗最成熟的城区商业核心。,5,0,0,0,False,MALL_D060F792|MALL_F4CB563D|MALL_F436C308|MALL_03821819|MALL_A9BD8DFE,district_center,购物|住宅
内蒙古自治区_巴彦淖尔市_杭锦后旗__2,内蒙古自治区,巴彦淖尔市,杭锦后旗,150000,150800.0,150826.0,,,2,西环路外围商圈,位于城区西北部，依托213省道与西环路交叉口的交通节点，以杭锦后旗万泰城为代表，形成服务于过境客流及周边居民的新兴商业集聚区。,1,0,0,0,False,MALL_8368BD61,community,住宅|购物
内蒙古自治区_巴彦淖尔市_磴口县__1,内蒙古自治区,巴彦淖尔市,磴口县,150000,150800.0,150822.0,,,1,巴彦高勒镇中心商圈,以团结路与东风街交汇区域为核心，集中了三盛公商贸中心、京山时代广场、宝华商场、鑫牛商都和鼎元购物中心等多个商业节点，构成磴口县巴彦高勒镇的主要商业中心。,5,0,0,0,False,MALL_938CD477|MALL_495092A4|MALL_2D6708C1|MALL_2A5CC242|MALL_0FE2C952,district_center,购物|住宅
内蒙古自治区_赤峰市_元宝山区__1,内蒙古自治区,赤峰市,元宝山区,150000,150400.0,150403.0,,,1,平庄核心商圈,以平庄商城、百货大楼为核心，覆盖世元购物，位于平庄城区中心地带，是元宝山区传统商业集聚区。,3,0,0,0,False,MALL_03F2009C|MALL_44D17F8A|MALL_ECEAB085,district_center,购物|住宅
内蒙古自治区_赤峰市_元宝山区__2,内蒙古自治区,赤峰市,元宝山区,150000,150400.0,150403.0,,,2,平庄北翼商圈,以米高国际为代表，位于平庄北部天山路与内环北路交汇区域，属新兴拓展型商业节点。,1,0,0,0,False,MALL_84B966C0,district_center,购物|住宅
内蒙古自治区_赤峰市_克什克腾旗__1,内蒙古自治区,赤峰市,克什克腾旗,150000,150400.0,150425.0,,,1,经棚镇中心商圈,位于克什克腾旗政府所在地经棚镇的核心区域，涵盖滨河路、应昌路与达尔罕街交汇地带，聚集了腾达商城、天太商厦、新世纪商城、新华商场、百兴商城和百货大楼等多个传统商业设施，是当地居民日常购物和生活消费的主要集中区。,6,2,2,2,False,MALL_98A5C2CF|MALL_EF8E0A78|MALL_259EE709|MALL_C5238338|MALL_276C78DB|MALL_73806ACC,district_center,购物|住宅
内蒙古自治区_赤峰市_克什克腾旗__2,内蒙古自治区,赤峰市,克什克腾旗,150000,150400.0,150425.0,,,2,万众路商圈,位于克什克腾旗下辖的其他乡镇区域，以靓点三店为代表，地处万众路与红山中街交叉口附近，商业集聚度较低，规模较小，属于区域性沿街商业节点。,1,0,0,0,False,MALL_362071E3,community,购物|住宅
内蒙古自治区_赤峰市_喀喇沁旗__1,内蒙古自治区,赤峰市,喀喇沁旗,150000,150400.0,150428.0,,,1,锦山镇商圈,以锦山镇核心区域为中心，覆盖锦桥路及锦山大厦步行街周边商业，包括百盈购物广场和金街商城，是喀喇沁旗城区主要的商业聚集区。,2,0,0,0,False,MALL_795DFDB9|MALL_9F8D000D,district_center,购物|住宅
内蒙古自治区_赤峰市_喀喇沁旗__2,内蒙古自治区,赤峰市,喀喇沁旗,150000,150400.0,150428.0,,,2,和美工贸园区商圈,位于赤峰市和美工贸园区临潢大街，依托红星美凯龙等商业载体形成新兴商业节点，服务园区及周边居民，代表商场为赤峰新城商场。,1,0,0,0,False,MALL_DBD3EF90,district_center,购物|住宅
内蒙古自治区_赤峰市_喀喇沁旗__3,内蒙古自治区,赤峰市,喀喇沁旗,150000,150400.0,150428.0,,,3,206省道沿线商圈,位于206省道西侧，依托交通干线形成的区域性商贸节点，代表项目为供销商贸城，具有一定辐射能力。,1,0,0,0,False,MALL_1D115E95,district_center,购物|批发市场|住宅
内蒙古自治区_赤峰市_宁城县__1,内蒙古自治区,赤峰市,宁城县,150000,150400.0,150429.0,,,1,中京街商圈,以中京街为核心的传统商业集聚区，集中了中京商场、中京地下商城及周边多个老商厦，是宁城县城区早期形成的商业中心。,10,13,7,6,False,MALL_B0EB8514|MALL_E17F94EB|MALL_80E8C9C2|MALL_1FC0F970|MALL_3E416632|MALL_3C709A37|MALL_9A76FD74|MALL_A0948AB2|MALL_9520B791|MALL_A138B904,district_center,购物|住宅
内蒙古自治区_赤峰市_宁城县__2,内蒙古自治区,赤峰市,宁城县,150000,150400.0,150429.0,,,2,金三角商圈,位于天旺路与契丹街交汇区域，以金三角商厦和宁城国际万商城为主要载体，构成县城西部的次级商业节点。,2,2,1,1,False,MALL_FD7A433D|MALL_5F42C42F,district_center,购物|住宅
内蒙古自治区_赤峰市_宁城县__3,内蒙古自治区,赤峰市,宁城县,150000,150400.0,150429.0,,,3,三座店镇商圈,位于宁城县下辖三座店镇的区域性小型商业点，以坤林商城为代表，服务本地乡镇居民。,1,0,0,0,False,MALL_E2F814E6,community,购物|住宅
内蒙古自治区_赤峰市_宁城县__4,内蒙古自治区,赤峰市,宁城县,150000,150400.0,150429.0,,,4,长青路商圈,位于长青路沿线的独立百货点，正基百货为该区域代表性商业设施，远离主城核心但具局部影响力。,1,0,0,0,False,MALL_1EC94CF3,community,购物|住宅
内蒙古自治区_赤峰市_巴林右旗__1,内蒙古自治区,赤峰市,巴林右旗,150000,150400.0,150423.0,,,1,巴林路商圈,以巴林路为核心，集中了多个主要商业设施，包括珠峰商业广场、巴林百货大楼、巴林维多利·时代城和百通购物，构成巴林右旗大板镇的商业中心区域。,4,0,0,0,False,MALL_C6D6309A|MALL_5FAFD5DF|MALL_D6F49E00|MALL_800FDEA1,district_center,购物|住宅
内蒙古自治区_赤峰市_巴林右旗__2,内蒙古自治区,赤峰市,巴林右旗,150000,150400.0,150423.0,,,2,查干沐沦街商圈,位于查干沐沦街沿线，涵盖大板商贸中心和钱庄商场，是大板镇东部的重要商业节点，依托主干道形成区域性商业集聚。,2,0,0,0,False,MALL_DD1D1D7A|MALL_272BFEB5,district_center,购物|住宅
内蒙古自治区_赤峰市_巴林左旗__1,内蒙古自治区,赤峰市,巴林左旗,150000,150400.0,150422.0,,,1,临潢路商圈,位于巴林左旗林东镇核心主干道临潢路沿线，集中分布多家商场，包括世纪隆商场、佰万和商场、振通商厦、时代购物广场和林东商厦，是当地传统商业中心。,5,0,0,0,False,MALL_943885E0|MALL_D957F792|MALL_E19DE714|MALL_552FBF23|MALL_24CE7E4B,district_center,购物|住宅
内蒙古自治区_赤峰市_巴林左旗__2,内蒙古自治区,赤峰市,巴林左旗,150000,150400.0,150422.0,,,2,契丹街商圈,围绕契丹大街与上京路交叉区域形成的新兴商业集聚区，涵盖契丹街城市商场和契丹街城市广场，地理位置相邻，服务周边居民生活需求。,2,0,0,0,False,MALL_1B5DF01C|MALL_73CAF569,district_center,购物|住宅
内蒙古自治区_赤峰市_巴林左旗__3,内蒙古自治区,赤峰市,巴林左旗,150000,150400.0,150422.0,,,3,迎宾路商圈,位于迎宾路与沙里街交汇区域，以天冠·华上辽都为核心，地处城区东部，形成区域性商业节点。,1,0,0,0,False,MALL_FBC5BD0D,district_center,购物|住宅
内蒙古自治区_赤峰市_巴林左旗__4,内蒙古自治区,赤峰市,巴林左旗,150000,150400.0,150422.0,,,4,富河路商圈,位于富河路与振兴大街交叉口附近，以昊宸商厦为代表，覆盖城西局部商业活动，规模较小但具备一定区域服务功能。,1,0,0,0,False,MALL_27E59012,community,购物|住宅
内蒙古自治区_赤峰市_敖汉旗__1,内蒙古自治区,赤峰市,敖汉旗,150000,150400.0,150430.0,,,1,新惠镇中心商圈,位于敖汉旗新惠镇核心区域，集中了万强商厦、万强广场、敖汉旗百货大楼、敖汉精品城及百货商城等多个商业设施，构成该旗最主要的商业集聚区。,5,0,0,0,False,MALL_3C2E02C5|MALL_73CD585A|MALL_701A7E03|MALL_699C00B1|MALL_047D7EAA,district_center,购物|住宅
内蒙古自治区_赤峰市_敖汉旗__2,内蒙古自治区,赤峰市,敖汉旗,150000,150400.0,150430.0,,,2,金川街商圈,位于敖汉旗下辖的金川街附近，包含金矿商场与金街购物广场，地处区域北部，形成相对独立的北部商业节点。,2,0,0,0,False,MALL_73D22340|MALL_4A49F068,community,购物|住宅
内蒙古自治区_赤峰市_松山区__1,内蒙古自治区,赤峰市,松山区,150000,150400.0,150404.0,,,1,玉龙大街商圈,以玉龙大街为核心发展轴，聚集了BHG Mall北京华联赤峰购物中心、东方永业城市广场、华地商场等商业项目，是松山区主要的商业集聚带之一。,3,0,0,0,False,MALL_756666E8|MALL_206C4414|MALL_8A4646A9,district_center,购物|住宅
内蒙古自治区_赤峰市_松山区__2,内蒙古自治区,赤峰市,松山区,150000,150400.0,150404.0,,,2,新天地商圈,围绕新天地广场及富山路与玉龙大街交叉口区域，集中布局了新天地商城、义乌商城C区、新天地商城C区等多个商业体，形成区域性综合消费片区。,3,0,0,0,False,MALL_1A42E1AB|MALL_11A978D7|MALL_821D5698,district_center,购物|住宅
内蒙古自治区_赤峰市_松山区__3,内蒙古自治区,赤峰市,松山区,150000,150400.0,150404.0,,,3,松山万达商圈,以赤峰松山万达广场为单一核心，位于穆家营子镇，辐射周边居住区，构成松山区新兴的城市级商业节点。,1,0,0,0,False,MALL_9981CD7A,district_center,购物|住宅
内蒙古自治区_赤峰市_松山区__4,内蒙古自治区,赤峰市,松山区,150000,150400.0,150404.0,,,4,兴安街-天义路商圈,位于兴安街与天义路交叉口附近，以上海城为主要商业载体，服务于松山区南部居民，具备一定社区商业基础。,1,3,2,2,False,MALL_EBFA2565,community,住宅|购物
内蒙古自治区_赤峰市_松山区__5,内蒙古自治区,赤峰市,松山区,150000,150400.0,150404.0,,,5,松山步行街商圈,依托松山商业步行街传统人流优势，以赤峰红旗商场为代表，延续老城区商业氛围，是松山区具有历史积淀的商业活跃区域。,1,0,0,0,False,MALL_D7374442,district_center,购物|住宅
内蒙古自治区_赤峰市_林西县__1,内蒙古自治区,赤峰市,林西县,150000,150400.0,150424.0,,,1,林西大道商圈,以林西大道沿线为核心，聚集了多个主要商场，包括万隆商场、新华商场、海川广场及万人商厦，地处县城中心区域，是林西县传统商业集中地。,4,0,0,0,False,MALL_0AFADFC4|MALL_8041B1F6|MALL_406789B6|MALL_AF77BB27,district_center,购物|住宅
内蒙古自治区_赤峰市_林西县__2,内蒙古自治区,赤峰市,林西县,150000,150400.0,150424.0,,,2,饶州大街商圈,位于饶州大街交叉口附近，涵盖剑桥购物城和十字商城，处于城区核心交叉路段，人流密集，形成区域性集中商业带。,2,0,0,0,False,MALL_8444F8E4|MALL_E04E07A6,district_center,购物|住宅
内蒙古自治区_赤峰市_林西县__3,内蒙古自治区,赤峰市,林西县,150000,150400.0,150424.0,,,3,红星国际商圈,以广原时代广场为代表，位于红星国际片区，相对独立于主干道商圈，构成林西县南部的新兴商业节点。,1,0,0,0,False,MALL_8500C37A,district_center,购物|住宅
内蒙古自治区_赤峰市_林西县__4,内蒙古自治区,赤峰市,林西县,150000,150400.0,150424.0,,,4,城南物流商贸区,位于303与306国道交汇处附近，以林西国际万商城为代表，地处城乡结合部，具有批发零售和商贸物流特征，功能上区别于城区中心商圈。,1,0,0,0,False,MALL_D2E51FFE,community,购物|批发市场
内蒙古自治区_赤峰市_红山区__1,内蒙古自治区,赤峰市,红山区,150000,150400.0,150402.0,,,1,新华路步行街商圈,以新华路步行街为核心，聚集了多个传统百货与购物广场，是红山区最核心的传统商业街区，涵盖人民商场、同济购物广场、百货大楼等主要商业体。,6,0,0,0,False,MALL_EF0DC883|MALL_8E8280B3|MALL_B11B50C7|MALL_A89937F3|MALL_538339AB|MALL_1CADADEB,district_center,购物|住宅
内蒙古自治区_赤峰市_红山区__2,内蒙古自治区,赤峰市,红山区,150000,150400.0,150402.0,,,2,哈达街商圈,位于哈达街沿线，集中了承天商厦、航宇商厦、维多利广场及同裕商城等商场，是红山区重要的中心商业带之一，毗邻政务与生活核心区。,4,0,0,0,False,MALL_6CB574AF|MALL_94A1E879|MALL_100BB541|MALL_D919575F,district_center,购物|住宅
内蒙古自治区_赤峰市_红山区__3,内蒙古自治区,赤峰市,红山区,150000,150400.0,150402.0,,,3,桥北新区商圈,位于桥北新区赤锡路与锡伯河大街交汇区域，以京福生活广场和龙腾奥莱广场为代表，是红山区新兴的北部城市拓展型商圈，配套逐步完善。,2,0,0,0,True,MALL_36292575|MALL_506E4A52,district_center,住宅|奥特莱斯
内蒙古自治区_赤峰市_红山区__4,内蒙古自治区,赤峰市,红山区,150000,150400.0,150402.0,,,4,西城商贸城商圈,位于西城街道平双路一带，以天丰商贸城A区和B区为主体，主打批发与综合商贸功能，服务城西及周边居民，具有较强的专业市场属性。,2,0,0,0,False,MALL_1F9FC111|MALL_98C18584,district_center,购物|批发市场|住宅
内蒙古自治区_赤峰市_红山区__5,内蒙古自治区,赤峰市,红山区,150000,150400.0,150402.0,,,5,万达广场商圈,以赤峰红山万达广场为单一核心，位于西拉沐沦大街，是红山区近年来重点发展的现代化商业中心，辐射范围广，定位中高端。,1,0,0,0,False,MALL_6719B818,district_center,购物|住宅
内蒙古自治区_赤峰市_红山区__6,内蒙古自治区,赤峰市,红山区,150000,150400.0,150402.0,,,6,昭乌达路商圈,沿昭乌达路分布，包括百柳购物中心和赤峰商厦，地处城区主干道，交通便利，连接多个居住区，形成区域性商业节点。,2,0,0,0,False,MALL_A0569F45|MALL_22488045,district_center,购物|住宅
内蒙古自治区_赤峰市_红山区__7,内蒙古自治区,赤峰市,红山区,150000,150400.0,150402.0,,,7,火花北路商圈,位于火花北路与锡泊河大街交叉口附近，目前仅有京福生活广场布局，虽单点支撑，但地处桥北发展轴线，具备未来整合潜力。,1,0,0,0,False,MALL_36292575,community,住宅|购物
内蒙古自治区_赤峰市_红山区__8,内蒙古自治区,赤峰市,红山区,150000,150400.0,150402.0,,,8,红旗路商圈,位于红旗路与东园街交汇区域，以红山小铺赤钢商场楼为主要商业载体，服务于局部社区，规模较小但具地缘便利性。,1,0,0,0,False,MALL_E3A6D00D,community,住宅|购物
