uuid,brand,name,chosen_mall_id,confidence,reason
ee6a99a2-ab0f-49c8-b390-346ef1be5638,Tesla,盐城亭湖特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
2f6039f4-676d-4aa4-9d05-cdb55dac12d5,Tesla,宁波高新特斯拉中心,none,low,门店地址位于高新区，而所有候选商场均位于不同区域（阪急在鄞州区、天街在鄞州区、来福士在江北区但距离7.8公里较远），且门店名称'特斯拉中心'未明确指向商场，距离最近的候选商场也有3.1公里，匹配度低
dc237a42-7c9f-4c36-a703-2f452dd3869b,Tesla,杭州萧山特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
77c1ccab-38da-49d7-83f8-a18241800af4,Tesla,上海SK大厦城市展厅,none,low,门店地址明确指向SK大厦，但候选商场中无名称包含'SK'的商场；门店位于浦东新区，而候选商场均不在同一行政区；虽然世博源距离最近(1.36km)，但品牌和地址匹配度不足
808fdad0-6b29-4058-b2f0-97f686114916,Tesla,深圳李朗特斯拉中心,none,low,门店地址在龙岗区南湾街道，但district字段显示为罗湖区，存在区域不一致。候选商场中万达广场距离4.1km最近，但特斯拉通常为独立展厅而非商场内店铺，且名称中无商场词匹配。
6b96c503-fee7-4875-a30c-badae2577730,Tesla,南充高坪特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
fe2d1f3c-c700-4a19-a859-e60b35ec4740,Tesla,杭州城北特斯拉中心,MALL_00479,medium,门店名称含'城北'，候选商场中'杭州城北万象城'名称高度匹配且距离最近（3公里），但门店地址在余杭区而商场在拱墅区存在区域差异
d7ed1082-6e08-469c-983f-fecdcbc9a089,Tesla,天津旺港特斯拉中心,none,low,门店地址位于津南区旺港路，但所有候选商场距离较远（8.9-12.7公里），且商场名称与'旺港'无关联。特斯拉中心通常为独立展厅，与购物中心业态差异较大。
c730754c-feb4-416c-b8bb-3912b5437a24,Tesla,上海向阳特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
d3702fb9-6a94-47ec-8505-697d09a8e91e,Tesla,上海世纪汇体验店,MALL_00550,medium,门店名称含'世纪汇'而候选商场名称无直接匹配，但上海陆家嘴中心L+mall距离最近(1.76km)，且同属浦东新区，品牌Tesla常见于高端商场
659ac42c-4287-4656-b795-e43642367449,Tesla,无锡兴昌路特斯拉中心,none,low,门店地址在新吴区兴昌南路308号，但候选商场均距离较远（最近约2.2公里），且门店名称中无明确商场词匹配。虽然同城匹配，但距离超出合理范围，无法确定与任一商场的关联。
ee9e3878-c767-435e-9eb2-de7cb5186adb,Tesla,杭州西溪特斯拉中心,MALL_00143,medium,门店名称含'西溪'，地址在西湖区西溪路，与候选商场'杭州西溪印象城A座'名称中的'西溪'高度匹配，且距离最近(约3公里)，城市匹配，但特斯拉通常为独立展厅而非商场内店铺，故置信度为中等
781d3c7e-cc35-4376-aee8-d43b73d50cca,Tesla,无锡先锋特斯拉中心,none,low,门店名称为'特斯拉中心'，地址位于锡东新区，且所有候选商场距离较远（最近3.1公里），品牌Tesla通常为独立展厅而非商场内店铺，无明确商场匹配证据
c1f4a788-491d-482c-b61b-dce40d469c9a,Tesla,廊坊特斯拉中心,MALL_00101,medium,品牌Tesla通常在独立位置而非商场内，但门店与万达广场同属廊坊市广阳区，距离约3.6公里相对较近，且名称'特斯拉中心'暗示独立门店性质，因此匹配置信度为中等
fd5a0f37-3cec-4e95-9740-579c3f0e508f,Tesla,合肥包河特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
42abf8fa-b1d3-404b-8033-b5e54db50c87,Tesla,台州温岭特斯拉中心,none,low,门店地址为温岭市温峤镇华祥路11号，与银泰百货(温岭店)距离4.7公里较远，且门店名称中无商场相关词汇，特斯拉通常为独立门店，距离超出合理范围，匹配度低
f92d4bb2-9bd0-472e-bc12-2b0313e57e91,Tesla,淮安清江浦特斯拉中心,none,medium,门店位于淮阴区水渡口大道，与候选商场距离较远（7.7-9.2公里），且门店名称和品牌未体现与候选商场的关联，地址和商场名称也无明显匹配
d67c4140-8dd3-4ee2-9836-2b35aac5f88a,Tesla,西安航天城特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
d2201c78-5313-4bc8-821d-8f9028de39a2,Tesla,沧州渤海西路特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
efdd0005-19de-46b2-9031-23ddeb52ddc8,Tesla,广州龙美特斯拉直营钣喷中心,none,low,门店为特斯拉直营钣喷中心，属于汽车维修服务类，而非商场内零售店。所有候选商场距离均在4公里以上，且门店名称和地址均未包含商场词汇，与商场业态不匹配。
cc7ab056-b9f3-42c8-b5c1-b7e94a355e66,Tesla,株洲汽博园特斯拉中心,none,low,虽然城市匹配且距离在9公里内，但门店名称和地址均明确指向独立门店（株洲汽博园特斯拉中心），与候选商场'王府·星Mall'无品牌或名称关联，且距离较远，不符合特斯拉中心通常位于独立展厅的特征
8134f55d-d2b6-4cbb-9ff1-3c66dd4aa906,Tesla,上海南桥特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
bf4d24e2-ae62-4641-b41d-d01babcdd63b,Tesla,宁波鄞州特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
263055d6-65b7-4e38-91dd-f06eb8f1ce32,Tesla,莆田特斯拉中心,none,low,门店位于涵江区，与商场距离8.9公里较远；品牌为特斯拉中心，通常为独立门店；名称和地址均未体现万达广场关联
e40fcf00-8eee-4679-b71b-9f9a47420048,Tesla,北京蟹岛特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
bdbddfde-d86d-4ff6-95f2-206ce2468063,Tesla,阜阳特斯拉中心,none,low,门店品牌为特斯拉汽车专卖店，而候选商场'阜阳商厦中心'距离8.6公里较远，且商场名称与汽车销售中心性质不匹配，无明确证据表明特斯拉门店位于该商场内
32edf097-f53f-455c-8c47-e47a56f9e622,Tesla,温州龙湾特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
97cd4ec0-0c20-4d0e-8f19-0037e3b340b2,Tesla,昆明经开特斯拉中心,none,low,门店名称为'昆明经开特斯拉中心'，地址位于经开区出口加工区，是独立门店而非商场内店铺。候选商场距离较远（4.7-10.3公里），且名称和地址均无关联，不匹配。
2690126f-4b19-4827-953c-074f774ef20c,Tesla,惠州惠城特斯拉中心,none,low,所有候选商场距离门店过远（11-48公里），特斯拉中心通常为独立展厅而非商场内门店，且名称和地址未显示与任何商场的直接关联
26c4da11-82f2-45f0-8827-c14bda84bf70,Tesla,Zhejiang - Jiaxing Tongxiang Tesla Center,none,low,门店位于桐乡市汽车商贸城，候选商场在嘉兴市区，距离超过21公里，位置不匹配
2b97cecc-2488-4050-a3dc-d33e54457d4b,Tesla,青岛银川西路特斯拉中心,none,low,门店名称为'特斯拉中心'，地址为独立地址'银川西路29号'，而非商场内店铺；候选商场距离均在3-4公里外，且无品牌入驻证据；特斯拉多为独立展厅，与商场门店特征不符
6ddc1f70-bd6e-424b-8e03-eafc66ab4623,Tesla,荆州特斯拉中心,none,low,门店地址在荆州区荆沙大道北侧安盛国际大酒店旁，而候选商场荆州万达距离2.37公里且位于不同区域，地址无明显关联，品牌Tesla通常为独立门店，与商场匹配度低
9c980a01-7c4c-491f-b5ab-448809ae7a57,Tesla,长春净月特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
58714607-5e64-40dd-85c6-7d631a804dc5,Tesla,北京通州万达城市展厅,,error,error: Expecting value: line 1 column 1 (char 0)
be00e3fe-0ee7-4bf3-bcb8-9cb61fb26702,Tesla,成都高新特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
97e74986-01d4-403d-9cf1-e56241d55b60,Tesla,上海金桥特斯拉中心,none,low,门店名称为'特斯拉中心'而非商场内店铺，且所有候选商场距离均较远（3.2-7.5公里），无明确证据表明该特斯拉中心位于这些商场内。
aa81eeda-8cd4-4b30-9fb8-668655438990,Tesla,商丘金桥北路特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
7394d1c4-a92e-4707-b8d3-3b9c05aa6076,Tesla,深圳竹子林特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
59a29e16-9732-4e27-98de-25c57bdde848,Tesla,昆明宜家荟聚城市展厅,,error,error: Expecting value: line 1 column 1 (char 0)
eea4db90-06a8-48e6-9a0e-de1ea988bc00,Tesla,鄂尔多斯康巴什城市展厅,none,low,门店位于康巴什区，候选商场位于东胜区，距离27.5公里过远；品牌Tesla为独立展厅，名称和地址均未指向万达广场
7794e515-0894-4043-8d21-4cb7a6ddad7b,Tesla,湖州德清银泰城城市展厅,none,low,门店名称明确包含'银泰城'但候选商场为'新浙北大厦'，品牌和商场名称不匹配；距离达40公里，远超一般商场范围；虽同属湖州市但不在同一区域
cbf8fd39-e732-4cbb-ac8d-f67a05388bfb,Tesla,遵义吾悦广场城市展厅,,error,error: Expecting value: line 1 column 1 (char 0)
b61b8dcd-b4d0-4022-b806-40e44f538a83,Tesla,北京丽泽天街城市展厅,,error,error: Expecting value: line 1 column 1 (char 0)
6f3221b5-e29b-4781-9b28-e1eb4f2b1687,Tesla,榆林万达城市展厅,,error,error: Expecting value: line 1 column 1 (char 0)
fd4c9cb6-c9e5-4316-9408-67992e6ae6e4,Tesla,兴义通源宝源城市展厅,,error,error: Expecting value: line 1 column 1 (char 0)
121ae448-ec42-481b-a1a4-dc5198ee5c16,Tesla,武汉武昌万象城城市展厅,MALL_00104,high,门店名称和地址均明确指向'武汉武昌万象城'，与候选商场MALL_00104名称完全匹配，且同城距离最近（2.8公里），品牌一致
551fead9-b043-402e-a74c-4e4a01145105,Tesla,杭州临安汽车城城市展厅,,error,error: Expecting value: line 1 column 1 (char 0)
8d92065e-c7cb-4f18-8945-fd42eed48101,Tesla,济宁济水大道特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
20dc4fbd-0662-4252-b835-21709f731762,Tesla,南阳信臣东路特斯拉中心,MALL_00064,medium,门店地址明确提到位于玉悦广场，但候选商场是万悦城。虽然名称不完全一致，但同在南阳市宛城区，距离仅2.6公里，品牌Tesla通常入驻大型商场，有一定匹配可能性
0bbfc6d6-101c-42a3-b328-b6d9ca73ca44,Tesla,合肥高新银泰百货体验店,,error,error: Expecting value: line 1 column 1 (char 0)
015056d4-73d2-460c-baa2-88c6578c4479,Tesla,马鞍山雨山万达广场城市展厅,none,low,门店名称和地址明确指向万达广场，但候选列表中只有金鹰购物中心，距离2.3公里且品牌不匹配，无合适选项
dadbb7a2-ef71-4339-a9a7-ea37a828f051,Tesla,郑州正弘汇体验店,,error,error: Expecting value: line 1 column 1 (char 0)
024c6a44-9f03-46e2-b687-00dad6eff6cd,Tesla,秦皇岛茂业天地体验店,none,low,门店位于秦皇岛市海港区，所有候选商场均在唐山或天津，城市不匹配且距离过远（120km+）。门店名称中的'茂业天地'与候选商场名称无关联。
e08b263c-5da3-4283-b97d-880c37e072f8,Tesla,聊城特斯拉中心,none,low,所有候选商场均位于济南市，与门店所在聊城市不匹配，且距离过远（80-91公里），不符合同城匹配要求
80bd5595-f83b-466d-907a-04578d23a79d,Tesla,绍兴袍江特斯拉中心,none,low,所有候选商场距离门店均超过10公里，不符合距离约束；门店地址明确为独立地址，名称中无商场词，品牌特斯拉通常设独立展厅
c103a07e-697f-4018-bc89-a11147424aec,Tesla,衢州柯城特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
6e08e68a-2eb6-4d25-9340-6b9b6124a59a,Tesla,杭州金沙湖特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
86078567-7b90-47ef-9b5c-52b28b368392,Tesla,湛江特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
c0c368c0-6db3-4ed5-b318-70f9c2d977b4,Tesla,长沙北辰体验店,MALL_00579,high,门店名称包含'北辰'，地址在大悦城，而候选商场'长沙北辰荟'名称高度匹配，距离仅912米，同在开福区，品牌Tesla适合高端商场
36819cf3-400a-49ba-b944-8ef80f938a8a,Tesla,柳州万象城城市展厅,MALL_00507,high,门店名称和地址均明确指向柳州万象城，品牌Tesla与该商场定位匹配，距离898.8米在合理范围内，城市和区完全一致
5431aa75-21c0-4fc4-a38c-50aadaef0c29,Tesla,岳阳临港特斯拉中心,none,low,门店位于岳阳市岳阳楼区，所有候选商场均在不同城市（益阳、长沙、荆州），距离超过120公里，城市不匹配且距离过远
12f88ed8-9224-45c3-a85b-48d99dc6d69d,Tesla,珠海金湾特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
1135288e-00f5-4f5d-a9a0-fa6688b221cc,Tesla,深圳海上世界体验店,none,high,门店名称明确包含'海上世界体验店'，而候选商场列表中没有任何一个商场的名称包含'海上世界'。虽然所有候选商场都在深圳市且距离在合理范围内，但名称完全不匹配，因此没有合适的候选商场。
3463daac-c27d-4df6-b327-b9690c45b13d,Tesla,珠海香洲前山特斯拉直营钣喷中心,,error,error: Expecting value: line 1 column 1 (char 0)
123be94d-f22f-4f6a-9f71-7a177be9bb53,Tesla,义乌北苑特斯拉中心,none,low,门店名含'中心'而非商场专有名词，地址未提商场，距离最近商场3.2公里但无品牌入驻证据，无法确认匹配
45281356-c769-451a-9ff2-ef59289e2cc6,Tesla,厦门湖里特斯拉中心,none,low,门店地址为湖里区兴隆路88号，而候选商场均位于思明区或其他区域，距离最近的SM新生活广场也有2公里，且门店名称中未包含候选商场名称，品牌匹配度低。
eca7b5aa-1dc9-4982-abfd-a6a2a593c354,Tesla,广州番禺迎宾路特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
068bbd9a-00be-4a1a-9be6-a2edbc69c215,Tesla,洛阳建设路特斯拉中心,none,low,门店名称为'特斯拉中心'且品牌为Tesla，属于独立门店而非商场内店铺；候选商场距离均较远(2.4-8.6公里)，且名称和地址均无关联
a20541b9-3509-47cc-b1fa-d2618c814533,Tesla,杭州亚奥万象天地体验店,MALL_00296,high,门店名称和地址中明确包含'亚奥万象天地'，与候选商场MALL_00296名称完全一致，且距离仅955米，城市匹配，品牌Tesla通常入驻大型购物中心
651145b2-016a-4e44-a3ab-a2cee87d7137,Tesla,Shenzhen - Shenzhen Longgang Delivery Center,none,low,门店地址在龙岗区，但行政区标记为龙华区，存在区域矛盾。候选商场中，龙岗万达广场距离最近(2.2km)且名称含'龙岗'，但无法确认门店实际位置。其他商场距离过远(7-10km)且无明显关联证据。
615f28c6-9925-437b-a464-20122764dabf,Tesla,台州椒江特斯拉中心,none,low,门店位于台州湾新区经通路，而候选商场银泰百货(温岭店)距离27.9公里过远，且所在区域（温岭市与椒江区）不匹配，品牌Tesla通常为独立门店而非商场内店铺
f802ff18-d052-483f-8410-267e82a0c6e4,Tesla,成都北星大道特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
a41fb859-da01-4fe4-8456-0dd6fc359888,Tesla,苏州马运路特斯拉中心,none,low,门店地址位于高新区马运路，而候选商场均在不同区域（狮山、相城、苏州中心等），距离较远（3.7-19.5公里），且特斯拉中心通常为独立门店而非商场内店铺，品牌和名称特征均不匹配任何候选商场
33ee9363-df28-400f-a2f9-5251ecf53f0e,Tesla,柳州特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
b76385d0-2cd6-4862-8d53-b5ec01326d63,Tesla,德州特斯拉中心,MALL_00465,medium,门店与商场同属德州市，距离3.4公里在合理范围内。虽然门店名称中未明确提及该商场，但特斯拉常入驻大型商业中心，且这是唯一候选且城市匹配。
3ef78452-0505-4c66-a359-36f91cf7004a,Tesla,无锡江海西路特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
ab1f9845-c24e-4006-a346-d98883dd10ed,Tesla,潍坊特斯拉中心,none,low,所有候选商场名称与特斯拉品牌无关，且距离较远（4-9公里），地址匹配度低，无法确认门店位于任一候选商场内
265a8e08-cd61-4101-963f-ca71faba5379,Tesla,广州番禺市桥特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
cc15d7b1-62c9-43d8-83a0-d2e09ef094f9,Tesla,福州青口特斯拉中心,none,high,门店地址位于闽侯县尚干镇，而所有候选商场均在福州市区，距离较远（9-16公里）。门店名称'特斯拉中心'表明这是独立展厅而非商场内店铺，与候选商场品牌定位不匹配
8891d9a8-64c8-462d-8883-025496deaed9,Tesla,Nanjing - Nanjing Zhengtai Tesla Center,,error,error: Expecting value: line 1 column 1 (char 0)
f9c7b48d-00f2-493f-bfea-4dfb989b56f6,Tesla,深圳宝安大铲湾特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
b57d94f0-fa71-4234-8c78-0913c11aea08,Tesla,成都犀浦特斯拉中心,none,low,门店地址为高新西区迪康大道3号，位于郫都区；所有候选商场均位于金牛区或较远区域，距离最近商场超过4公里，且名称中无匹配商场词，品牌特斯拉通常为独立门店
b36fcef5-d8cf-4de4-9894-a7c2cc33dce2,Tesla,成都三圣乡特斯拉中心,none,low,特斯拉通常设立独立门店而非商场内店铺，候选商场名称与'特斯拉中心'无关联，且所有候选距离均超过4.5公里，地址和品牌特征均不匹配
b6228dd3-e055-4826-adbf-79d22cf16b3e,Tesla,宁波余姚特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
e7e2bfd5-f62f-4df2-a223-acf2261c8eb6,Tesla,南宁青秀特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
6896f9fe-e1bd-40e2-9592-b3d3f51a096c,Tesla,上海国和路特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
9293de2c-a874-4426-9376-c974bfdc45c3,Tesla,郑州中原特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
b2b9ba8c-2b94-4601-9cea-a05193feef9b,Tesla,东莞高埗特斯拉中心,none,low,门店位于高埗镇，候选商场均在8-23公里外的其他区域，距离过远；门店名称为'特斯拉中心'而非商场内店铺，品牌Tesla多为独立门店；无明确证据表明该门店位于任一候选商场内
c8aa1a05-c3c8-4d84-b3fc-ddc3df5ddcd0,Tesla,湖州吴兴特斯拉中心,MALL_00599,medium,门店与商场同属湖州市，距离约2.9公里在合理范围内。虽然商场名称'新浙北大厦'与特斯拉门店名称无直接关联，但地址区域一致（吴兴区），且是唯一候选，匹配可能性中等。
c270082f-f220-4163-be80-511257ee67ca,Tesla,珠海环宇城体验店,MALL_00011,high,门店名称和地址中明确包含'环宇城'，与候选商场'珠海环宇城'名称完全匹配；城市、区域一致；距离仅603.8米，非常接近
51bd8c2d-dde3-43a6-a22f-f868069c6711,Tesla,保定中冀汽车园城市展厅,,error,error: Expecting value: line 1 column 1 (char 0)
15aa0f47-e3af-4431-8580-3f9e866a1d72,Tesla,深圳龙岗特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
7599dd43-b750-4382-ac29-de48c4065c94,Tesla,漳州特斯拉中心,none,low,门店位于漳州市芗城区，所有候选商场均不在漳州（4个在厦门，1个城市未知），距离最近6.5公里但城市不匹配，品牌Tesla通常独立设店而非入驻商场
6a9c85f0-bbdd-40ca-9dd1-b0f96c64df25,Tesla,郑州前程特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
0761bb12-8a5e-4a4d-a4ed-69c6bd59bd07,Tesla,重庆渝航特斯拉中心,none,low,所有候选商场距离门店均超过7公里，且门店名称和地址中未明确提及候选商场名称，品牌Tesla通常为独立展厅而非商场内店铺
ccc32daf-41d0-4439-a080-1aec13531f37,Tesla,重庆汇金特斯拉中心,none,low,门店名称为'重庆汇金特斯拉中心'，地址在'渝北区汇金路3号'，未包含任何候选商场的名称关键词。所有候选商场距离较远（3.4-8.3公里），且无品牌、地址或名称的直接关联，无法确定匹配关系。
fde54f48-4530-499e-869d-6e60ee5ad6d1,Tesla,淄博山泉路特斯拉中心,none,low,门店名称和地址中均未包含商场相关词汇，且与唯一候选商场'淄博万象汇'距离较远（2.5公里），品牌特斯拉通常为独立门店。无充分证据表明门店位于该商场内。
48435a11-22b0-46ad-add8-4eb4229b8481,Tesla,天津北辰特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
1de745ec-9a76-47ac-b956-3306f56df5ce,Tesla,北京亦庄特斯拉中心 北京市 北京市,,error,error: Expecting value: line 1 column 1 (char 0)
f0a5ebb8-f2b2-4abc-9bfe-ca0a58bdb5c8,Tesla,北京来广营特斯拉中心 北京市 北京市,,error,error: Expecting value: line 1 column 1 (char 0)
3f7f190b-b28c-429e-a297-bea71a661979,Tesla,沈阳北二路特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
13c138c2-e62c-4b1c-9462-ab4f61d371eb,Tesla,深圳南山西丽特斯拉中心,,error,error: Expecting value: line 1 column 1 (char 0)
9cd3cf7e-5190-4c17-9daf-027e08c31336,Li Auto,理想汽车上海天空之城零售展厅,,error,error: Expecting value: line 1 column 1 (char 0)
1d0e65ba-7d6f-4959-b426-d61cdbd1c290,Li Auto,理想汽车泸州万象汇零售展厅,,error,error: Expecting value: line 1 column 1 (char 0)
5adcaf2a-4393-43de-a255-4351b25625a0,Li Auto,理想汽车南京雨花万象天地零售展厅,,error,error: Expecting value: line 1 column 1 (char 0)
4c571801-78b2-458f-b135-e9eedfc4fb23,Li Auto,理想汽车苏州绿宝广场零售展厅,none,low,门店名称明确包含'绿宝广场'但候选商场中无此商场；所有候选商场名称与门店提示不匹配，且最近商场距离超过4公里，匹配度低
42afa6be-e9d6-4401-b00e-4fd1a1973a75,Li Auto,理想汽车合肥庐阳万象汇零售展厅,none,low,门店名称明确包含'万象汇'但候选商场中没有万象汇；距离最近的候选商场(苏宁广场)距离约2公里，名称不匹配；其他候选商场在品牌、名称和距离上均无明显关联
978caad6-d50e-439c-a0c5-ed23403e0389,Li Auto,理想汽车天津津南吾悦广场零售展厅,MALL_00862,high,门店名称明确包含'吾悦广场'，与候选商场'MALL_00862'名称完全匹配；地址同属津南区，距离仅566米极近；城市匹配均为天津。其他候选商场名称不匹配且距离较远。
117ccfa2-53d1-4b09-be0a-2896fb8aef1f,Li Auto,理想汽车宿迁泗阳吾悦广场零售展厅,,error,error: Expecting value: line 1 column 1 (char 0)
a7fb81bd-9b3b-4b9b-be1a-a0454f0a5fbc,Li Auto,理想汽车深圳福田印力山姆零售展厅,none,low,门店地址明确位于印力中心，但候选商场列表中无印力中心，最近商场茂业天地距离7.5公里过远，品牌名称和地址均不匹配其他候选
64d9f05a-86a8-4814-87e7-3e21b78e8bec,Li Auto,理想汽车河源源城零售展厅,,error,error: Expecting value: line 1 column 1 (char 0)
8c9b8b9e-269c-4c3e-a77e-94fd85751329,Li Auto,理想汽车高岭香江汽车城零售展厅,none,low,候选商场仅有一个，距离门店11.2公里较远，且门店名称明确指向'高岭香江汽车城'而非'星沙万象汇'，品牌匹配度低，无合适候选
73bb5b85-f243-42da-a642-d25b722673ff,Li Auto,理想汽车宁波鄞州山姆零售展厅,none,low,门店名称和地址明确指向山姆会员店（沃尔玛旗下），而候选商场是银泰百货，品牌和商场类型不匹配。虽然城市和距离符合，但核心商场名称不一致。
3c07737c-e649-4b00-9639-e9e5634efd15,Li Auto,理想汽车太原空港零售展厅,none,low,门店名称为'理想汽车太原空港零售展厅'，地址位于龙城大街与太榆路交叉口，所有候选商场距离均在7公里以上且不在同一行政区（小店区），门店类型为零售展厅而非商场内店铺，无明显商场名称匹配
9653bf33-72df-4d0e-870f-a90999343fa1,Li Auto,理想汽车沈阳皇姑万象汇零售展厅,,error,error: Expecting value: line 1 column 1 (char 0)
d2a852d8-176f-4220-865d-935a3fa2ba1e,Li Auto,理想汽车葫芦岛大江奥莱零售展厅,none,low,门店地址明确指向葫芦岛市大江奥莱，但候选商场均位于营口、鞍山、大连等不同城市，距离超过120公里且城市不匹配，没有合适的候选商场
0a14a20d-a5fa-42f6-a3e2-83e2bd92a495,Li Auto,理想汽车东莞常平翔龙天地零售展厅,,error,error: Expecting value: line 1 column 1 (char 0)
f216d357-c842-4798-a407-7a0c7c26e33d,Li Auto,理想汽车青岛凯德Mall零售展厅,none,medium,门店名称明确包含'凯德Mall'但候选商场中无凯德Mall，万达广场距离1.6公里较近但品牌不匹配，其他商场距离更远且无关联证据
06424631-9171-4a31-9249-45dce8bcc71b,Li Auto,理想汽车青锋国际汽车城零售展厅,none,low,门店名称和地址明确指向'青锋国际汽车城'，而候选商场均为普通购物中心，无汽车城相关特征，品牌定位和场所类型不匹配
e6c1e9fd-805f-4366-a00e-911f88275ec7,Li Auto,理想汽车嘉兴华府八佰伴零售展厅,none,low,门店地址明确指向'嘉兴八佰伴'，但候选商场为'桐乡万象汇'，品牌和商场名称不匹配，距离超过20公里较远，虽然同城但匹配度低
ec26080d-ea5c-42af-98b9-bbdc3e6d579f,Li Auto,理想汽车重庆巴南万达零售展厅,,error,error: Expecting value: line 1 column 1 (char 0)
efee0ac2-ac88-4339-811d-70c79c155b00,Li Auto,理想汽车深圳龙岗坪地零售展厅,none,low,门店位于龙岗区坪地街道，候选商场中深圳坪山益田假日世界虽在同城且距离相对较近(8.7km)，但名称和地址均无坪地相关词，其他候选距离更远且区域不匹配，无明显证据表明门店位于这些商场内
3cf8f93c-22ca-4b53-a96d-a597a2058baa,Li Auto,理想汽车佛山南海车天地,none,low,门店位于佛山市南海区，但所有候选商场均不在同一行政区（最近的三水万达距离76.7公里，且城市不匹配），且门店名称中的'车天地'与候选商场名称无关联
09366f1c-34c9-47af-acdd-65c81228de6c,Li Auto,理想汽车漯河湘江西路零售展厅,,error,error: Expecting value: line 1 column 1 (char 0)
ca6978d4-5aa9-457e-893f-e7152b9d9e6a,Li Auto,理想汽车广州黄埔科学城零售展厅,,error,error: Expecting value: line 1 column 1 (char 0)
b25afe39-e861-4d0f-bc25-bb3d97ca2f68,Li Auto,理想汽车柳州万象城,,error,error: Expecting value: line 1 column 1 (char 0)
5b174ff0-e32e-4aa9-b5ff-14f93af17016,Li Auto,理想汽车濮阳万达零售展厅,none,low,门店明确位于濮阳经开万达广场，但候选商场中万达广场(安阳店)虽品牌匹配但城市不匹配且距离过远(70公里)，其他商场品牌、城市均不匹配，距离均超过65公里，无合适候选
e84f7c82-f4b6-4b69-8092-b35be4f489b0,Li Auto,理想汽车周口开元万达零售展厅,none,low,门店位于河南周口，名称包含'开元万达'，但所有候选商场均位于不同城市（大同、北京、呼和浩特），距离超过150公里且城市不匹配，无合适选项
6f0e0535-13f5-49d0-bbf3-94be0487054f,Li Auto,理想汽车黄石港万达零售中心（外展店）,,error,error: Expecting value: line 1 column 1 (char 0)
b4f4be64-e84e-442f-9d6a-f4e168644de1,Li Auto,理想汽车湛江赤坎瀚龙车城零售展厅,,error,error: Expecting value: line 1 column 1 (char 0)
68b2368b-ff71-4d60-9a91-7a37295937d7,Li Auto,理想汽车深业车城零售展厅,,error,error: Expecting value: line 1 column 1 (char 0)
f6f379f7-74f8-4476-b906-66b37ab18a89,Li Auto,理想汽车许昌万达零售展厅,,error,error: Expecting value: line 1 column 1 (char 0)
b53745df-532b-4bcd-a9f9-ce65cc5bbf6b,Li Auto,理想汽车滁州天长吾悦广场零售展厅,none,low,门店位于滁州天长市吾悦广场，但所有候选商场均在江苏省（扬州、南京），城市不匹配且距离过远（47-62公里），无合适的候选商场
4cd1e2f0-6435-43d8-996a-05aa0cf254bc,Li Auto,理想汽车万象汇零售中心,,error,error: Expecting value: line 1 column 1 (char 0)
5138981a-64be-4060-a076-b661ec6d1956,Li Auto,理想汽车马鞍山万达广场零售展厅,none,low,门店名称明确指向'万达广场'，但候选商场中无万达广场。距离最近的金鹰购物中心(2.8km)虽在同城，但品牌不匹配；其他候选商场城市不匹配且距离过远(37-42km)。
833d3610-e6f2-4bf7-a28b-86a41b536f08,Li Auto,理想汽车温州乐清正大广场零售展厅,,error,error: Expecting value: line 1 column 1 (char 0)
